"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"27","RT @sportslandent: Timberwolves  All-Star Jimmy Butler has suffered meniscal right knee injury !!
VIA ( Shams)
#NBA #jimmybutler 
#Timberwo…",FALSE,0,NA,2018-02-25 00:13:12,FALSE,NA,"967553028671885312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","smith_mojo007",9,TRUE,FALSE,NA,NA
"28","RT @sportslandent: Timberwolves  All-Star Jimmy Butler has suffered meniscal right knee injury !!
VIA ( Shams)
#NBA #jimmybutler 
#Timberwo…",FALSE,0,NA,2018-02-25 00:11:42,FALSE,NA,"967552649146093569",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KobeJordan_1998",9,TRUE,FALSE,NA,NA
"29","RT @sportslandent: Timberwolves  All-Star Jimmy Butler has suffered meniscal right knee injury !!
VIA ( Shams)
#NBA #jimmybutler 
#Timberwo…",FALSE,0,NA,2018-02-25 00:10:32,FALSE,NA,"967552355452547073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","high_skip",9,TRUE,FALSE,NA,NA
"30","Timberwolves lose all-star Jimmy Butler to meniscal injury The Minnesota Timberwolves say Jimmy Butler has had an M… https://t.co/CkDYoYbo5t",FALSE,0,NA,2018-02-25 00:06:03,TRUE,NA,"967551228778549248",NA,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>","GlobalSportsCtr",0,FALSE,FALSE,NA,NA
"31","RT @TeamAGPoland: #Throwback Dokladnie 3 lata temu, Ariana w towarzystwie Nicki Minaj wystapila podczas #NBA All-Star Halftime Show! <ed><U+00A0><U+00BC><ed><U+00BF><U+0080> http…",FALSE,0,NA,2018-02-24 23:55:46,FALSE,NA,"967548640914018304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","guccidesignerx",32,TRUE,FALSE,NA,NA
"32","RT @TheEllenShow: I sent one of my all-stars, @DemarjaySmith, to All-Star Weekend. Nice push-ups, @MichaelB4Jordan &amp; @JustinBieber. #NBA ht…",FALSE,0,NA,2018-02-24 23:19:39,FALSE,NA,"967539551764959232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","focusonhazz",560,TRUE,FALSE,NA,NA
"33","Rubio y Ariza regresan de sus lesiones tras el parón del All-Star https://t.co/JCX134rxQ6 #NBA",FALSE,0,NA,2018-02-24 23:14:13,FALSE,NA,"967538184069566464",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","FanaticoBasket",0,FALSE,FALSE,NA,NA
"34","Rubio y Ariza regresan de sus lesiones tras el parón del All-Star https://t.co/SLRyJkpCiu #NBA",FALSE,0,NA,2018-02-24 23:13:39,FALSE,NA,"967538038678085632",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","hispanosnba",0,FALSE,FALSE,NA,NA
"35","RT @NBAFRANCE: Les meilleurs DUNKS de ce #NBA All-Star Weekend !  <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> https://t.co/kmkW7gtKHA",FALSE,0,NA,2018-02-24 22:17:34,FALSE,NA,"967523927256915968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BillyTh42851983",101,TRUE,FALSE,NA,NA
"36","Jimmy Butler out vs. Chicago Bulls, as Minnesota Timberwolves anxiously await word on star MINNEAPOLIS (AP) — Minne… https://t.co/4ZBL61HqHk",FALSE,0,NA,2018-02-24 22:06:40,TRUE,NA,"967521181975883777",NA,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>","GlobalSportsCtr",0,FALSE,FALSE,NA,NA
"37","RT @TheEllenShow: I sent one of my all-stars, @DemarjaySmith, to All-Star Weekend. Nice push-ups, @MichaelB4Jordan &amp; @JustinBieber. #NBA ht…",FALSE,0,NA,2018-02-24 22:05:21,FALSE,NA,"967520854245625856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","updatingbieber2",560,TRUE,FALSE,NA,NA
"38",". @TWISTAgmg Gets Into Fight Outside @NBA All-Star Weekend Party https://t.co/Eitt4JN3LX #NBA https://t.co/izRTSMyRwF",FALSE,1,NA,2018-02-24 22:00:21,FALSE,NA,"967519594939408384",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","peekyou",0,FALSE,FALSE,NA,NA
"39","RT @markbealpr: “ @WashWizards point guard #JohnWall has no plans of relaxing on his couch this summer... the #NBA All-Star player says he…",FALSE,0,NA,2018-02-24 21:54:59,FALSE,NA,"967518241928171520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aaronkpatel",1,TRUE,FALSE,NA,NA
"40","Timberwolves  All-Star Jimmy Butler has suffered meniscal right knee injury !!
VIA ( Shams)
#NBA #jimmybutler… https://t.co/gk5SDdcxKd",FALSE,10,NA,2018-02-24 21:53:42,TRUE,NA,"967517920736751616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sportslandent",9,FALSE,FALSE,NA,NA
"41","Jimmy Butler out vs. Chicago Bulls, as Minnesota Timberwolves anxiously await word on star MINNEAPOLIS (AP) — Minne… https://t.co/qwn3k4r4IL",FALSE,0,NA,2018-02-24 21:51:17,TRUE,NA,"967517311803510784",NA,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>","GlobalSportsCtr",0,FALSE,FALSE,NA,NA
"42","RT @MarkTarantino89: Minnesota All-Star Jimmy Butler infortunato al menisco del ginocchio. 

#Butler #JimmyButler #nba @NBA @NBAPassion_com",FALSE,0,NA,2018-02-24 21:48:28,FALSE,NA,"967516602328633345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NBAPassion_com",1,TRUE,FALSE,NA,NA
"43","Minnesota All-Star Jimmy Butler infortunato al menisco del ginocchio. 

#Butler #JimmyButler #nba @NBA @NBAPassion_com",FALSE,1,NA,2018-02-24 21:48:06,FALSE,NA,"967516509634465792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarkTarantino89",1,FALSE,FALSE,NA,NA
"44","#NBA Jimmy Butler out vs. Chicago Bulls, as Minnesota Timberwolves anxiously await word on star: MINNEAPOLIS (AP) -… https://t.co/wzLPwuZkhG",FALSE,0,NA,2018-02-24 21:46:04,TRUE,NA,"967516000286425088",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","sport8ent",0,FALSE,FALSE,NA,NA
"45","#NBA #NBAnews Jimmy Butler out vs. Chicago Bulls, as Minnesota Timberwolves anxiously await word on star - MINNEAPO… https://t.co/mtaEEQSRN7",FALSE,0,NA,2018-02-24 21:45:43,TRUE,NA,"967515909429579776",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","xtbball",0,FALSE,FALSE,NA,NA
"46","“ @WashWizards point guard #JohnWall has no plans of relaxing on his couch this summer... the #NBA All-Star player… https://t.co/L55UwmTU5z",FALSE,0,NA,2018-02-24 21:42:50,TRUE,NA,"967515185274675200",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","markbealpr",1,FALSE,FALSE,NA,NA
"47","Lowe's 10 things: Uber-LeBron, Celtics unis and future All-Star Games #nba",FALSE,0,NA,2018-02-24 21:40:11,FALSE,NA,"967514520221618182",NA,"<a href=""http://www.elharrouchi.com/usa_sport_today"" rel=""nofollow"">usa sport today</a>","usa_sport_today",0,FALSE,FALSE,NA,NA
"48","PODCAST: NBA Unfiltered | After the All-Star Break Podcast 

LISTEN <ed><U+00A0><U+00BC><ed><U+00BE><U+0099>: https://t.co/BfMi26dPrp

LIKE/SUBSCRIBE <ed><U+00A0><U+00BC><ed><U+00BE><U+00A4>:… https://t.co/kCWjfWuLWT",FALSE,8,NA,2018-02-24 21:36:24,TRUE,NA,"967513564796850181",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ArmchairMedia",1,FALSE,FALSE,NA,NA
"49","RT @Echinanews: Chinese-Canadian singer and actor #KrisWu is to play in the 2018 #NBA All-Star Celebrity Game on February 17 (Beijing Time)…",FALSE,0,NA,2018-02-24 21:08:33,FALSE,NA,"967506560124637186",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Koni_718",2049,TRUE,FALSE,NA,NA
"50","76ers @JoelEmbiid found the perfect balance of being an all-star on the court and in the world of social media. Her… https://t.co/pvCFbzawzG",FALSE,1,NA,2018-02-24 20:14:39,TRUE,NA,"967492994348781570",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","MSNBCYourBiz",1,FALSE,FALSE,NA,NA
"51","Bradley Beal Has Intriguing Comments About LeBron James After All-Star Weekend - https://t.co/5exobrBVhC… https://t.co/WNTNSVqRNq",FALSE,0,NA,2018-02-24 19:45:06,TRUE,NA,"967485555335401472",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","CALLEDTOTHEGAME",0,FALSE,FALSE,NA,NA
"52","RT @mediacampaignbd: 9gotti #NBA ALL-STAR Slam Dunk Contest Highlights #SVDM2 #OutNow 
Song Over The Top (OT's) #9gotti #NBA #SVDM2 #OutNow…",FALSE,0,NA,2018-02-24 18:35:43,FALSE,NA,"967468094397583360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GoReaLaTuneZ",1,TRUE,FALSE,NA,NA
"53","RT @TeamAGPoland: #Throwback Dokladnie 3 lata temu, Ariana w towarzystwie Nicki Minaj wystapila podczas #NBA All-Star Halftime Show! <ed><U+00A0><U+00BC><ed><U+00BF><U+0080> http…",FALSE,0,NA,2018-02-24 18:26:07,FALSE,NA,"967465681678684162",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Martyna_2004",32,TRUE,FALSE,NA,NA
"54","N*E*R*D Bring Out Migos During Halftime Performance at 2018 #NBA All-Star Game https://t.co/bNI84J6TaN",FALSE,0,NA,2018-02-24 17:20:06,FALSE,NA,"967449068166316037",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","VapeJuc",0,FALSE,FALSE,NA,NA
"55","Rubio y Ariza regresan de sus lesiones tras el parón del All-Star https://t.co/sTV68USvis #NBA #NBAenDEPORTV… https://t.co/bbLtIQnVor",FALSE,0,NA,2018-02-24 17:01:46,TRUE,NA,"967444453362462720",NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>","APUESTASNBA41",0,FALSE,FALSE,NA,NA
"56","New Orleans Pelicans All-Star Anthony Davis puts up historic line against Miami Heat https://t.co/1toeMMoVj9 #NBA #NOSN",FALSE,0,NA,2018-02-24 17:00:05,FALSE,NA,"967444031444680704",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","NOSNetwork",0,FALSE,FALSE,NA,NA
